TIME,Tank Level,S1 Input PT,S1 Output PT,S1 Output Flow,L1-PT,L2-PT,L3-PT,L4-PT,S2 Receipt Flow,S2-PT,S2 Forward Flow,L5-PT,L6-PT,L7-PT,L8-PT,S3 Receipt Flow,S3-PT,Temperature,Class
2020/7/17 11:03:00,6.05,3.7,43.88,224.6,33.72,14.36,16.93,25.09,96.63,27.43,127.83,17.86,27.34,27.69,31.52,129.44,28.6,51.94,C
2020/7/17 11:03:05,4.605,2.39,43.88,224.62,33.72,14.36,16.93,25.09,96.63,27.43,127.83,17.86,27.34,27.69,31.52,129.56,28.6,51.94,C
2020/7/17 11:03:10,3.16,1.08,43.88,224.45,33.72,14.36,16.93,25.09,96.63,27.43,127.83,17.86,27.34,27.69,31.52,129.56,28.6,51.94,C
2020/7/17 11:03:15,1.715,2.5,43.88,224.45,33.72,14.36,16.93,25.1,96.63,27.43,127.83,17.86,27.34,27.69,31.52,129.56,28.6,51.94,C
2020/7/17 11:03:20,3.06,3.92,43.88,224.57,33.72,14.36,16.93,25.1,96.63,27.43,127.83,17.86,27.34,27.69,31.51,129.46,28.6,51.94,C
2020/7/17 11:03:25,4.405,4.5,43.88,224.77,33.72,14.36,16.93,25.08,96.63,27.43,127.83,17.86,27.34,27.69,31.52,129.49,28.6,51.94,C
2020/7/17 11:03:30,5.75,5.05,43.88,224.71,33.72,14.36,16.93,25.08,96.63,27.43,127.83,17.84,27.34,27.69,31.51,129.49,28.6,51.94,C
2020/7/17 11:03:35,7.095,5,43.88,224.64,33.72,14.36,16.93,25.08,96.63,27.43,127.83,17.84,27.34,27.69,31.51,129.49,28.6,51.94,C
2020/7/17 11:03:40,7.5,5,43.88,224.77,33.72,14.36,16.93,25.08,96.73,27.43,127.83,17.84,27.34,27.69,31.51,129.45,28.6,51.94,C
2020/7/17 11:03:45,7.5,5,43.88,225.04,33.72,14.36,16.93,25.08,96.63,27.43,127.83,17.86,27.34,27.69,31.52,129.57,28.6,51.94,Z
2020/7/17 11:03:50,7.5,5,43.88,225.04,33.72,14.36,16.93,25.08,96.63,27.43,127.83,17.86,27.34,27.69,31.52,129.57,28.6,51.94,Z
2020/7/17 11:03:55,7.5,5,43.88,224.43,33.72,14.36,16.93,25.08,96.63,27.43,127.83,17.86,27.34,27.69,31.51,129.57,28.59,51.94,Z
2020/7/17 11:04:00,7.5,5,43.88,224.65,33.71,14.36,16.93,25.08,96.63,27.43,127.83,17.86,27.34,27.69,31.52,129.68,28.59,51.94,Z
2020/7/17 11:08:00,7.505,4.99,43.88,224.7,33.69,14.33,16.87,25.06,96.48,27.41,127.82,17.83,27.32,27.67,31.51,129.62,28.58,51.94,Z
2020/7/17 11:08:05,7.505,4.99,43.88,224.7,33.69,14.33,16.87,25.06,96.59,27.41,127.82,17.83,27.32,27.67,31.51,129.62,28.58,51.94,Z
2020/7/17 11:08:10,7.505,4.99,43.88,224.7,33.69,14.33,16.87,25.06,96.59,27.41,127.82,17.83,27.32,27.67,31.51,129.63,28.58,51.94,Z
2020/7/17 11:08:15,5.7,3.6,43.88,224.58,33.69,14.33,16.87,25.06,96.59,27.41,127.82,17.83,27.32,27.67,31.51,129.63,28.58,51.94,C
2020/7/17 11:08:20,3.895,2.21,43.88,224.49,33.69,14.33,16.87,25.06,96.59,27.41,127.82,17.83,27.32,27.67,31.51,129.63,28.58,51.94,C
2020/7/17 11:08:25,2.09,0.82,43.87,224.6,33.69,14.33,16.87,25.06,96.59,27.41,127.82,17.83,27.32,27.67,31.51,129.48,28.58,51.935,C
2020/7/17 11:08:30,0.285,2.3,43.87,224.65,33.68,14.33,16.87,25.06,96.59,27.4,127.82,17.83,27.32,27.67,31.51,129.48,28.58,51.935,C
2020/7/17 11:08:35,2.6,3.78,43.87,224.85,33.68,14.33,16.87,25.06,96.59,27.4,127.82,17.83,27.32,27.67,31.51,129.48,28.58,51.935,C
2020/7/17 11:08:40,4.915,4.8,43.87,224.76,33.69,14.33,16.87,25.06,96.59,27.4,127.82,17.82,27.32,27.67,31.51,129.48,28.58,51.935,C
2020/7/17 11:08:45,7.23,4.9,43.87,224.66,33.69,14.33,16.87,25.08,96.59,27.4,127.82,17.83,27.32,27.67,31.51,129.62,28.58,51.935,C
2020/7/17 11:08:50,7.5,5,43.87,224.79,33.69,14.33,16.87,25.06,96.59,27.4,127.82,17.82,27.32,27.67,31.51,129.62,28.58,51.935,C
2020/7/17 11:08:55,7.5,5,43.87,224.79,33.69,14.33,16.87,25.06,96.59,27.4,127.82,17.83,27.32,27.67,31.51,129.62,28.58,51.935,Z
2020/7/17 11:09:00,7.495,5.01,43.87,224.73,33.69,14.33,16.87,25.06,96.59,27.4,127.82,17.83,27.32,27.67,31.51,129.62,28.58,51.935,Z
2020/7/17 11:09:05,7.495,5.01,43.87,224.65,33.69,14.33,16.87,25.06,96.59,27.4,127.82,17.83,27.32,27.67,31.51,129.7,28.58,51.935,Z
2020/7/16 21:00:30,6.955,4.09,45.56,219.3,35.55,16.3,18.92,27.29,98.2,29.72,119.64,20.02,28.14,28.69,32.8,120.2,30.13,52.78,C
2020/7/16 21:00:35,6.755,3.69,45.56,219.15,35.55,16.3,18.92,27.29,98.2,29.72,119.64,20.02,28.14,28.69,32.8,120.2,30.13,52.78,C
2020/7/16 21:00:40,5.955,3.29,45.56,219.3,35.55,16.3,18.92,27.3,98.2,29.72,119.64,20.02,28.14,28.69,32.8,120.2,30.13,52.78,C
2020/7/16 21:00:45,5.755,2.89,45.56,219.24,35.55,16.3,18.92,27.3,98.2,29.72,119.64,20.02,28.14,28.69,32.8,120.2,30.14,52.78,C
2020/7/16 21:00:50,4.955,2.49,45.56,219.24,35.55,16.3,18.92,27.3,98.2,29.72,119.64,20.02,28.14,28.69,32.79,120.35,30.14,52.78,C
2020/7/16 21:00:55,4.755,2.09,45.56,219.27,35.54,16.3,18.92,27.3,98.2,29.72,119.64,20.02,28.14,28.69,32.8,120.18,30.14,52.78,C
2020/7/16 21:01:00,3.755,1.69,45.56,219.38,35.54,16.3,18.92,27.3,98.2,29.72,119.64,20.02,28.14,28.69,32.8,120.18,30.14,52.78,C
2020/7/16 21:01:05,2.73,1.29,45.56,219.45,35.55,16.3,18.96,27.28,98.2,29.72,119.64,20.02,28.14,28.69,32.8,120.31,30.14,52.78,C
2020/7/16 21:01:10,3.755,2.09,45.56,219.45,35.55,16.3,18.96,27.3,98.2,29.73,119.66,20.02,28.15,28.72,32.79,120.2,30.14,52.78,C
2020/7/16 21:01:15,4.76,2.89,45.56,219.49,35.54,16.3,18.96,27.3,98.2,29.73,119.62,20.02,28.15,28.72,32.81,120.2,30.14,52.78,C
2020/7/16 21:01:20,5.76,3.69,45.57,219.51,35.54,16.3,18.96,27.3,98.2,29.73,119.62,20.02,28.15,28.72,32.81,120.2,30.14,52.785,C
2020/7/16 21:01:25,6.755,4.09,45.57,219.43,35.56,16.3,18.96,27.3,98.2,29.73,119.62,20.02,28.15,28.72,32.81,120.2,30.14,52.785,C
2020/7/16 20:25:15,6.5,5.33,45.64,219.2,35.44,16.18,18.82,27.14,100.63,29.56,118.38,19.8,27.98,28.55,32.67,119.97,30,52.82,C
2020/7/16 20:25:20,4.33,4.01,45.64,219.54,35.44,16.18,18.82,27.14,100.63,29.56,118.38,19.8,27.98,28.55,32.66,119.97,30,52.82,C
2020/7/16 20:25:25,3.2,3.88,45.64,219.37,35.44,16.18,18.82,27.14,100.63,29.56,118.48,19.8,27.98,28.55,32.66,119.97,30,52.82,C
2020/7/16 20:25:30,2.88,2.38,45.64,219.19,35.44,16.18,18.82,27.14,100.63,29.56,118.48,19.8,27.98,28.55,32.66,119.97,30,52.82,C
2020/7/16 20:25:35,2.88,1.88,45.64,219.19,35.44,16.18,18.82,27.14,100.63,29.56,118.48,19.8,27.96,28.55,32.66,119.97,30,52.82,C
2020/7/16 20:25:40,4,1.88,45.63,219.28,35.44,16.18,18.82,27.14,100.63,29.56,118.48,19.8,27.96,28.55,32.66,119.97,30,52.815,C
2020/7/16 20:25:45,4.5,1.23,45.64,219.17,35.43,16.18,18.82,27.14,100.63,29.56,118.48,19.8,27.96,28.55,32.66,120.05,30,52.82,C
2020/7/16 20:25:50,5.8,1.23,45.64,219.29,35.43,16.18,18.82,27.14,100.63,29.56,118.48,19.8,27.96,28.55,32.66,119.93,30,52.82,C
2020/7/16 20:25:55,6.2,3.55,45.64,219.29,35.43,16.18,18.82,27.14,100.63,29.56,118.48,19.8,27.96,28.55,32.65,119.93,30,52.82,C
2020/7/16 20:26:00,6.3,4.33,45.64,219.22,35.43,16.18,18.82,27.15,100.63,29.56,118.48,19.8,27.96,28.55,32.65,119.93,30,52.82,C
2020/7/16 20:26:05,6.55,5.2,45.63,219.11,35.43,16.18,18.82,27.13,100.63,29.55,118.48,19.8,27.96,28.55,32.65,119.93,30,52.815,C
2020/7/16 20:26:10,6.77,5.6,45.63,219.11,35.43,16.18,18.82,27.14,100.63,29.55,118.48,19.8,27.96,28.55,32.67,119.93,30,52.815,C
2020/7/17 11:11:50,7.095,5.81,43.85,224.82,33.68,14.29,16.85,25.05,96.51,27.39,127.94,17.81,27.3,27.65,31.5,129.71,28.56,51.925,Z
2020/7/17 11:11:55,7.085,5.83,43.85,224.77,33.68,14.29,16.85,25.05,96.51,27.39,127.94,17.81,27.3,27.65,31.49,129.71,28.56,51.925,Z
2020/7/17 11:12:00,7.06,5.88,43.87,224.91,33.68,14.29,16.85,25.05,96.51,27.39,127.94,17.81,27.3,27.65,31.5,129.6,28.56,51.935,Z
2020/7/17 11:12:05,7.06,5.88,43.87,224.91,33.68,14.29,16.85,25.05,96.51,27.39,127.94,17.81,27.3,27.65,31.5,129.6,28.56,51.935,Z
2020/7/17 11:12:10,7.045,5.91,39,224.69,33.68,14.29,16.85,25.05,96.51,27.39,127.94,17.81,27.3,27.65,31.5,129.6,28.56,49.5,I
2020/7/17 11:12:15,7.035,5.93,34.13,224.72,33.68,14.29,16.85,25.03,96.51,27.38,127.94,17.81,27.3,27.65,31.5,129.7,28.56,47.065,I
2020/7/17 11:12:20,7.02,5.96,29.26,224.92,33.68,14.29,16.85,25.05,96.51,27.38,127.94,17.8,27.3,27.65,31.5,129.7,28.56,44.63,I
2020/7/17 11:12:25,7.005,5.99,24.39,224.89,33.68,14.29,16.85,25.05,96.51,27.38,127.94,17.8,27.3,27.65,31.5,129.7,28.56,42.195,I
2020/7/17 11:12:30,7.005,5.99,33,224.85,33.68,14.29,16.85,25.03,96.51,27.38,127.94,17.8,27.3,27.65,31.5,129.58,28.56,46.5,I
2020/7/17 11:12:35,7.025,5.95,41.61,224.85,33.68,14.29,16.85,25.05,96.51,27.38,127.94,17.8,27.3,27.65,31.5,129.58,28.56,50.805,I
2020/7/17 11:12:40,7.025,5.95,43.87,224.49,33.68,14.29,16.85,25.05,96.51,27.38,127.94,17.8,27.3,27.65,31.5,129.69,28.56,51.935,Z
2020/7/17 11:12:45,6.985,6.03,43.87,224.63,33.68,14.29,16.85,25.03,96.51,27.38,127.94,17.8,27.3,27.65,31.49,129.69,28.56,51.935,Z
2020/7/17 11:12:50,6.985,6.03,43.87,224.78,33.68,14.29,16.85,25.05,96.51,27.38,127.94,17.8,27.3,27.65,31.49,129.69,28.56,51.935,Z
2020/7/17 11:12:55,6.985,6.03,43.87,224.78,33.68,14.29,16.85,25.05,96.51,27.38,127.94,17.8,27.3,27.65,31.49,129.69,28.56,51.935,Z
2020/7/15 17:43:20,7.755,4.49,48,270.17,38.52,18.03,19.77,26.44,140.59,27.5,129.91,16.4,24.15,24.52,28.33,130.41,25.36,54,Z
2020/7/15 17:43:25,7.75,4.5,48,270.17,38.52,18.03,19.77,26.44,140.59,27.5,129.91,16.4,24.15,24.52,28.3,130.41,25.36,54,Z
2020/7/15 17:43:30,7.75,4.5,48,270.29,38.52,18.03,19.77,26.43,140.59,27.5,129.91,16.4,24.15,24.52,28.32,130.41,25.36,54,Z
2020/7/15 17:43:35,7.75,4.5,48,270.32,38.52,18.03,19.77,26.44,140.59,27.5,129.91,16.4,24.15,24.52,28.32,130.41,25.36,54,Z
2020/7/15 17:43:40,7.75,4.5,44.5,265,38.52,18.03,19.77,26.44,140.59,27.5,129.91,16.4,24.15,24.52,28.32,130.41,25.36,52.25,I
2020/7/15 17:43:45,7.745,4.51,41,259.68,38.52,18.03,19.77,26.44,140.59,27.5,129.91,16.4,24.15,24.52,28.32,130.41,25.36,50.5,I
2020/7/15 17:43:50,7.75,4.5,37.5,254.36,38.52,18.03,19.77,26.44,140.59,27.5,129.91,16.4,24.15,24.52,28.32,130.3,25.36,48.75,I
2020/7/15 17:43:55,7.75,4.5,34,249.04,38.52,18.03,19.77,26.44,140.59,27.5,129.91,16.39,24.15,24.52,28.31,130.3,25.36,47,I
2020/7/15 17:44:00,7.75,4.5,30.5,243.72,38.52,18.03,19.77,26.44,140.59,27.5,129.91,16.39,24.15,24.52,28.32,130.3,25.36,45.25,I
2020/7/15 17:44:05,7.75,4.5,27,238.4,38.52,18.03,19.77,26.44,140.59,27.5,129.91,16.39,24.15,24.52,28.32,130.42,25.36,43.5,I
2020/7/15 17:44:10,7.75,4.5,23.5,233.08,38.52,18.03,19.77,26.43,140.59,27.5,129.91,16.39,24.15,24.52,28.32,130.42,25.36,41.75,I
2020/7/15 17:44:15,7.75,4.5,26,227.76,38.52,18.03,19.77,26.43,140.59,27.5,129.91,16.39,24.15,24.52,28.31,130.42,25.36,43,I
2020/7/15 17:44:20,7.75,4.5,28.5,245,38.52,18.03,19.77,26.43,140.59,27.5,129.91,16.39,24.15,24.52,28.31,130.42,25.35,44.25,I
2020/7/15 17:44:25,7.75,4.5,31,262.24,38.52,18.03,19.77,26.43,140.59,27.5,130.04,16.39,24.15,24.52,28.3,130.42,25.35,45.5,I
2020/7/15 17:44:30,7.76,4.48,33.5,270,38.52,18.03,19.77,26.43,140.59,27.5,130.04,16.39,24.15,24.52,28.3,130.42,25.35,46.75,I
2020/7/15 17:44:35,7.76,4.48,36,270.54,38.52,18.03,19.77,26.43,140.59,27.5,130.04,16.4,24.15,24.52,28.31,130.42,25.35,48,I
2020/7/15 17:44:40,7.755,4.49,38.5,270.27,38.52,18.03,19.77,26.43,140.59,27.5,130.04,16.4,24.15,24.52,28.31,130.29,25.35,49.25,I
2020/7/15 17:44:45,7.755,4.49,48.01,270.27,38.52,18.03,19.77,26.43,140.59,27.5,130.04,16.4,24.15,24.52,28.3,130.4,25.35,54.005,Z
2020/7/15 17:44:50,7.755,4.49,48.01,270.58,38.52,18.03,19.77,26.43,140.55,27.5,130.04,16.38,24.15,24.52,28.3,130.4,25.35,54.005,Z
2020/7/15 17:44:55,7.745,4.51,48.01,270.32,38.52,18.03,19.77,26.43,140.55,27.5,130.04,16.38,24.15,24.52,28.3,130.4,25.35,54.005,Z
2020/7/15 17:45:00,7.75,4.5,48.01,270.34,38.52,18.03,19.77,26.43,140.55,27.5,130.04,16.38,24.15,24.52,28.3,130.4,25.35,54.005,Z
2020/7/15 17:46:50,7.755,4.49,48,270.26,38.52,18.03,19.75,26.42,140.54,27.49,130.04,16.38,24.11,24.52,28.29,130.29,25.34,54,Z
2020/7/15 17:46:55,7.75,4.5,48,270.09,38.52,18.03,19.75,26.42,140.54,27.48,130.04,16.38,24.11,24.52,28.3,130.29,25.34,54,Z
2020/7/15 17:47:00,7.755,4.49,48,270.09,38.52,18.03,19.75,26.41,140.54,27.48,130.04,16.37,24.11,24.52,28.29,130.29,25.34,54,Z
2020/7/15 17:47:05,7.75,4.5,42.5,265,38.52,18.03,19.75,26.42,140.54,27.48,130.16,16.37,24.11,24.52,28.29,130.29,25.34,51.25,I
2020/7/15 17:47:10,7.755,4.49,37,259.91,38.52,18.03,19.75,26.42,140.54,27.48,130.16,16.37,24.11,24.52,28.29,130.29,25.33,48.5,I
2020/7/15 17:47:15,7.745,4.51,31.5,254.82,38.52,18.03,19.75,26.42,140.54,27.48,130.16,16.37,24.11,24.52,28.28,130.29,25.33,45.75,I
2020/7/15 17:47:20,7.745,4.51,26,249.73,38.52,18.03,19.75,26.42,140.54,27.48,130.16,16.37,24.11,24.52,28.29,130.29,25.33,43,I
2020/7/15 17:47:25,7.755,4.49,24,244.64,38.52,18.03,19.75,26.42,140.54,27.48,130.04,16.37,24.11,24.52,28.29,130.29,25.33,42,I
2020/7/15 17:47:30,7.745,4.51,28.9,225,38.52,18.03,19.75,26.42,140.54,27.48,130.04,16.37,24.11,24.52,28.29,130.29,25.33,44.45,I
2020/7/15 17:47:35,7.745,4.51,33.8,237,38.52,18.03,19.75,26.41,140.54,27.48,130.04,16.37,24.11,24.52,28.29,130.29,25.33,46.9,I
2020/7/15 17:47:40,7.745,4.51,38.7,249,38.52,18.03,19.75,26.41,140.54,27.48,130.15,16.37,24.11,24.52,28.29,130.29,25.33,49.35,I
2020/7/15 17:47:45,7.745,4.51,43.6,261,38.52,18.03,19.75,26.41,140.54,27.48,130.15,16.37,24.11,24.52,28.29,130.29,25.33,51.8,I
2020/7/15 17:47:50,7.745,4.51,48,270.34,38.5,18.03,19.75,26.42,140.54,27.48,130.15,16.37,24.11,24.52,28.29,130.39,25.33,54,Z
2020/7/15 17:47:55,7.755,4.49,48,270.34,38.51,18.03,19.75,26.42,140.54,27.48,130.05,16.37,24.11,24.52,28.29,130.39,25.33,54,Z
2020/7/15 17:53:40,7.75,4.5,47.99,270.68,38.51,18.02,19.75,26.39,140.41,27.46,130.18,16.33,24.09,24.47,28.29,130.33,25.35,53.995,Z
2020/7/15 17:53:45,7.75,4.5,47.98,270.04,38.51,18.02,19.75,26.39,140.41,27.46,130.18,16.33,24.09,24.47,28.28,130.33,25.35,53.99,Z
2020/7/15 17:53:50,7.745,4.51,47.98,270.41,38.51,18.02,19.75,26.39,140.41,27.46,130.18,16.33,24.09,24.47,28.28,130.33,25.35,53.99,I
2020/7/15 17:53:55,7.755,4.49,47.98,265,38.51,18.02,19.75,26.39,140.41,27.46,130.18,16.33,24.09,24.47,28.29,130.33,25.35,53.99,I
2020/7/15 17:54:00,7.755,4.49,47.98,235,38.51,18.02,19.75,26.39,140.41,27.46,130.18,16.33,24.09,24.47,28.29,130.33,25.37,53.99,I
2020/7/15 17:54:05,7.745,4.51,37,221.3933333,38.51,18.02,19.75,26.39,140.41,27.46,130.18,16.33,24.09,24.47,28.3,130.33,25.37,48.5,I
2020/7/15 17:54:10,7.75,4.5,26.02,234,38.51,18.02,19.75,26.39,140.41,27.46,130.18,16.33,24.09,24.47,28.3,130.33,25.37,43.01,I
2020/7/15 17:54:15,7.75,4.5,15.04,246.6066667,38.51,18.02,19.75,26.39,140.41,27.46,130.18,16.35,24.09,24.47,28.29,130.33,25.37,37.52,I
2020/7/15 17:54:20,7.745,4.51,20,259.2133333,38.51,18.02,19.75,26.39,140.41,27.46,130.18,16.35,24.09,24.47,28.3,130.33,25.37,40,I
2020/7/15 17:54:25,7.755,4.49,24.96,270,38.51,18.02,19.75,26.39,140.54,27.46,130.18,16.35,24.09,24.47,28.3,130.33,25.37,42.48,Z
2020/7/15 17:54:30,7.755,4.49,29.92,270.3,38.51,18.02,19.75,26.39,140.54,27.46,130.18,16.35,24.09,24.47,28.29,130.33,25.37,44.96,Z
2020/7/15 18:00:20,7.75,4.5,45.98,269.94,38.51,18.02,19.75,26.4,140.46,27.46,129.85,16.37,24.13,24.51,28.33,130.5,25.39,52.99,I
2020/7/15 18:00:25,7.75,4.5,35.98,259.94,38.51,18.02,19.75,26.4,140.46,27.46,129.85,16.37,24.13,24.51,28.33,130.5,25.39,47.99,I
2020/7/15 18:00:30,7.75,4.5,30.98,240.21,38.51,18.02,19.75,26.4,140.46,27.46,129.73,16.37,24.13,24.51,28.33,130.5,25.39,45.49,I
2020/7/15 18:00:35,7.75,4.5,24.98,230.36,38.51,18.02,19.75,26.4,140.46,27.46,129.73,16.37,24.13,24.51,28.33,130.5,25.39,42.49,I
2020/7/15 18:00:40,7.75,4.5,20.98,210.34,38.49,18.02,19.75,26.4,140.46,27.46,129.73,16.37,24.13,24.51,28.33,130.5,25.39,40.49,I
2020/7/15 18:00:45,7.75,4.5,25.98,230.36,38.49,18.02,19.75,26.4,140.46,27.46,129.73,16.37,24.13,24.51,28.33,130.5,25.39,42.99,I
2020/7/15 18:00:50,7.75,4.5,35.98,249.3,38.49,18.02,19.75,26.4,140.46,27.46,129.73,16.37,24.13,24.51,28.33,130.39,25.39,47.99,I
2020/7/15 18:00:55,7.75,4.5,45.98,269.94,38.49,18.02,19.75,26.4,140.46,27.46,129.73,16.38,24.13,24.51,28.32,130.52,25.39,52.99,I
2020/7/17 11:30:20,7,6,39.44,224.92,33.6,14.23,16.78,24.98,96.23,27.32,127.93,17.75,27.26,27.58,31.43,129.7,28.49,49.72,I
2020/7/17 11:30:25,7,6,33.71,224.59,33.6,14.23,16.78,24.99,96.23,27.32,127.93,17.74,27.26,27.58,31.43,129.7,28.49,46.855,I
2020/7/17 11:30:30,7,6,28.89,224.92,33.6,14.23,16.78,24.99,96.23,27.32,127.93,17.74,27.26,27.58,31.4,129.59,28.49,44.445,I
2020/7/17 11:30:35,7,6,24.31,224.92,33.6,14.23,16.78,24.99,96.23,27.32,127.93,17.74,27.26,27.58,31.42,129.74,28.49,42.155,I
2020/7/17 11:30:40,6.995,6.01,27.77,224.8,33.6,14.23,16.78,24.98,96.33,27.32,127.93,17.74,27.26,27.58,31.42,129.74,28.49,43.885,I
2020/7/17 11:30:45,7,6,31.11,224.74,33.6,14.23,16.78,24.99,96.33,27.32,127.93,17.74,27.26,27.58,31.42,129.62,28.49,45.555,I
2020/7/17 11:30:50,7,6,36.67,224.87,33.6,14.23,16.78,24.99,96.23,27.32,127.93,17.74,27.26,27.58,31.42,129.62,28.49,48.335,I
2020/7/17 11:30:55,7,6,41.82,224.87,33.6,14.23,16.78,24.99,96.23,27.32,127.93,17.74,27.26,27.58,31.42,129.62,28.49,50.91,I
2020/7/15 18:26:55,7.75,4.5,38.03,260.31,38.54,18.05,19.78,26.4,140.52,27.47,129.69,16.37,24.13,24.51,28.33,130.45,25.39,49.015,I
2020/7/15 18:27:00,7.75,4.5,30.03,250.52,38.54,18.05,19.78,26.4,140.52,27.47,129.69,16.37,24.13,24.51,28.33,130.55,25.39,45.015,I
2020/7/15 18:27:05,7.75,4.5,27.03,240.32,38.54,18.05,19.78,26.4,140.52,27.47,129.69,16.37,24.13,24.51,28.33,130.55,25.39,43.515,I
2020/7/15 18:27:10,7.75,4.5,25.03,230.33,38.54,18.05,19.78,26.4,140.42,27.47,129.69,16.37,24.13,24.51,28.33,130.55,25.39,42.515,I
2020/7/15 18:27:15,7.75,4.5,22.03,220.33,38.54,18.05,19.78,26.4,140.42,27.47,129.69,16.37,24.13,24.51,28.33,130.57,25.39,41.015,I
2020/7/15 18:27:20,7.75,4.5,25.03,240.34,38.54,18.05,19.78,26.4,140.42,27.47,129.69,16.37,24.13,24.51,28.33,130.57,25.39,42.515,I
2020/7/15 18:27:25,7.75,4.5,35.03,250.34,38.54,18.05,19.78,26.4,140.42,27.47,129.69,16.37,24.13,24.51,28.32,130.46,25.39,47.515,I
2020/7/15 18:27:30,7.75,4.5,40.03,260.41,38.54,18.05,19.78,26.4,140.42,27.47,129.69,16.37,24.13,24.51,28.32,130.46,25.39,50.015,I
2020/7/15 18:27:35,7.75,4.5,45.03,265.41,38.54,18.05,19.78,26.4,140.42,27.47,129.69,16.37,24.13,24.51,28.32,130.46,25.39,52.515,I
2020/7/16 17:54:30,7.5,5,51.08,270.32,41.63,21.03,22.02,28.42,131.39,29.5,138.68,18.15,25.65,25.73,29.28,139.4,26.09,55.54,Z
2020/7/17 17:54:30,7.5,5,51.08,270.32,41.63,21.03,22.02,28.42,131.39,29.5,138.68,18.15,25.65,25.73,29.29,139.54,26.09,55.54,Z
2020/7/18 17:54:30,7.5,5,51.08,270.38,41.63,21.03,22.02,28.42,131.39,29.5,138.68,18.15,25.65,25.73,29.28,139.54,26.09,55.54,Z
2020/7/19 17:54:30,7.5,5,51.08,270.55,41.63,21.03,22.02,28.42,131.39,29.5,138.68,18.15,25.65,25.73,29.28,139.54,26.09,55.54,Z
2020/7/20 17:54:30,7.5,5,51.08,270.56,41.63,21.03,22.02,28.42,131.39,29.5,138.68,18.15,25.65,25.73,29.28,139.54,26.09,55.54,Z
2020/7/21 17:54:30,7.5,5,51.08,270.56,41.63,21.03,22.02,28.42,131.39,29.5,138.68,18.16,25.65,25.73,29.28,139.54,26.09,55.54,Z
2020/7/22 17:54:30,7.5,5,51.1,270.63,41.63,21.03,22.02,28.42,131.39,29.5,138.68,18.16,25.65,25.73,29.28,139.54,26.09,55.55,Z
2020/7/15 0:03:30,7.52,5,55.92,300,41.63,21.03,22.02,28.42,131.39,29.5,138.68,18.16,25.65,25.73,29.28,139.54,26.09,57.96,A
2020/7/15 0:03:35,7.61,5,73.19,367,41.63,21.03,22.02,28.42,131.39,29.5,138.68,18.16,25.65,25.73,29.28,139.54,26.09,66.59,A
2020/7/15 0:03:40,7.69,5,90.01,376,41.63,21.03,22.02,28.42,131.39,29.5,138.68,18.16,25.65,25.73,29.28,139.54,26.09,75.01,A
2020/7/15 0:03:45,7.76,5,107.13,424.185,41.63,21.03,22.02,28.42,131.39,29.5,138.68,18.16,25.65,25.73,29.28,139.42,26.09,83.57,A
2020/7/15 0:03:50,7.78,5,113.53,462.496,41.63,21.03,22.02,28.42,131.39,29.5,138.68,18.16,25.65,25.75,29.28,139.42,26.09,86.76,A
2020/7/15 0:03:55,7.72,5,103,369,41.63,21.03,22.02,28.42,131.39,29.5,138.84,18.16,25.65,25.75,29.28,139.56,26.09,81.5,A
2020/7/15 0:04:00,7.67,5,85.99,275.504,41.63,21.03,22.02,28.42,131.39,29.5,138.84,18.16,25.65,25.75,29.27,139.56,26.09,72.99,A
2020/7/15 0:04:05,7.58,5,71.34,268,41.63,21.03,22.02,28.42,131.39,29.5,138.84,18.16,25.65,25.75,29.27,139.56,26.09,65.67,A
2020/7/15 0:04:10,7.53,5,64.44,288.512,41.63,21.03,22.02,28.42,131.39,29.5,138.84,18.16,25.65,25.75,29.28,139.56,26.09,62.22,A
2020/7/23 17:54:30,7.505,4.99,51.1,270.29,41.63,21.03,22.02,28.44,131.39,29.5,138.84,18.16,25.65,25.75,29.28,139.56,26.09,55.55,Z
2020/7/24 17:54:30,7.505,4.99,51.1,270.39,41.63,21.03,22.02,28.44,131.39,29.5,138.84,18.16,25.65,25.75,29.28,139.56,26.09,55.55,Z
2020/7/25 17:54:30,7.5,5,51.08,269.91,41.63,21.03,22.02,28.44,131.39,29.5,138.84,18.16,25.65,25.75,29.29,139.56,26.09,55.54,Z
2020/7/26 17:54:30,7.5,5,51.08,270.44,41.63,21.03,22.02,28.42,131.39,29.5,138.84,18.16,25.65,25.75,29.29,139.56,26.09,55.54,Z
2020/7/27 17:54:30,7.5,5,51.08,270.44,41.63,21.03,22.02,28.42,131.39,29.5,138.84,18.16,25.65,25.75,29.29,139.44,26.09,55.54,Z
2020/7/28 17:54:30,7.5,5,51.08,270.01,41.63,21.03,22.02,28.44,131.39,29.5,138.84,18.16,25.65,25.75,29.28,139.55,26.09,55.54,Z
2020/7/29 17:54:30,7.5,5,51.08,270.65,41.63,21.03,22.02,28.44,131.39,29.5,138.84,18.16,25.65,25.75,29.28,139.55,26.09,55.54,Z
2020/7/30 17:54:30,6,5.01,51.05,270.62,41.58,21.06,22.09,28.49,131.56,29.56,138.83,18.22,25.73,25.78,29.33,139.72,26.14,55.525,Z
2020/7/31 17:54:30,5.5,4.5,51.13,270.62,41.58,21.06,22.09,28.49,131.55,29.56,138.87,18.22,25.73,25.78,29.33,139.68,26.15,55.56,Z
